t_dat,zarticle,price,sales_channel_id,customer_id,article_id
2020/07/01,817353002,0.033881356,2,21,8007
2020/07/01,509210020,0.011847458,2,25,549
2020/07/01,509210006,0.011847458,2,25,548
2020/07/01,746344002,0.02879661,2,25,4424
2020/07/01,684209038,0.02540678,2,26,2528
2020/07/01,806388009,0.013542373,2,26,7081
2020/07/01,858078001,0.033881356,2,26,11312
2020/07/01,873604004,0.033881356,2,26,12848
2020/07/01,852458002,0.030491525,2,26,10670
2020/07/01,874465002,0.016932203,2,26,12925
2020/07/01,814762002,0.033881356,2,26,7739
2020/07/01,806388003,0.013542373,2,26,7078
2020/07/01,873604005,0.033881356,2,26,12849
2020/07/01,777099001,0.042355932,2,26,5681
2020/07/01,880749002,0.022016949,2,26,13516
2020/07/01,859077015,0.02540678,2,26,11394
2020/07/01,806388002,0.013542373,2,26,7077
2020/07/01,723926001,0.02540678,2,26,3749
2020/07/01,814762001,0.033881356,2,26,7738
2020/07/01,685816002,0.008457627,2,26,2637
2020/07/01,688537035,0.010152542,2,26,2731
2020/07/01,807616002,0.033881356,2,26,7193
2020/07/01,853239001,0.013542373,2,26,10766
2020/07/01,902433001,0.033881356,2,26,14828
2020/07/01,884405002,0.042355932,2,26,13777
2020/07/01,894941001,0.022016949,2,26,14514
2020/07/01,751342006,0.042355932,2,26,4594
2020/07/01,873604001,0.033881356,2,26,12845
2020/07/01,859077005,0.02540678,2,26,11392
2020/07/01,612800020,0.015067797,1,30,1573
2020/07/01,612800020,0.022016949,1,30,1573
2020/07/01,586795002,0.050830508,2,30,1225
2020/07/01,714931003,0.042355932,2,30,3433
2020/07/01,664074077,0.006949153,1,30,2227
2020/07/01,664074077,0.010152542,1,30,2227
2020/07/01,854247002,0.009745763,1,30,10900
2020/07/01,854247002,0.008067797,1,30,10900
2020/07/01,865172003,0.030491525,2,30,12068
2020/07/01,859136003,0.013559322,1,30,11422
2020/07/01,859136003,0.027101695,1,30,11422
2020/07/01,853839003,0.042355932,2,30,10847
2020/07/01,872378003,0.017355932,1,30,12738
2020/07/01,872378003,0.013542373,1,30,12738
2020/07/01,872378003,0.027101695,1,30,12738
2020/07/01,870290001,0.007169492,1,30,12532
2020/07/01,870290001,0.013542373,1,30,12532
2020/07/01,857574002,0.022016949,2,34,11262
2020/07/01,599580012,0.016932203,2,34,1366
2020/07/01,869691002,0.022016949,2,34,12510
2020/07/01,642498010,0.016932203,2,34,1959
2020/07/01,833486002,0.02540678,2,34,9272
2020/07/01,833490002,0.016932203,2,34,9274
2020/07/01,827359001,0.042355932,2,34,8791
2020/07/01,854000001,0.010152542,2,34,10867
2020/07/01,889379009,0.027101695,2,48,14132
2020/07/01,554450036,0.033881356,2,55,774
2020/07/01,562245046,0.033881356,2,55,909
2020/07/01,554450035,0.033881356,2,55,773
2020/07/01,562245062,0.016932203,2,55,912
2020/07/01,681180003,0.006762712,1,59,2456
2020/07/01,806243001,0.015237288,2,61,7069
2020/07/01,849257001,0.02540678,2,61,10339
2020/07/01,830919001,0.022016949,2,61,9016
2020/07/01,882961002,0.022016949,2,61,13691
2020/07/01,794389004,0.016932203,2,61,6405
2020/07/01,885710003,0.033881356,2,61,13870
2020/07/01,825550002,0.022016949,2,61,8639
2020/07/01,739819010,0.033881356,2,61,4217
2020/07/01,817353008,0.022016949,2,61,8011
2020/07/01,734435005,0.02540678,2,61,3995
2020/07/01,880749002,0.022016949,2,61,13516
2020/07/01,883033001,0.016932203,2,61,13705
2020/07/01,771337001,0.016932203,2,61,5470
2020/07/01,751784004,0.02540678,2,61,4638
2020/07/01,767046001,0.015237288,2,61,5313
2020/07/01,824340002,0.013542373,2,61,8527
2020/07/01,866307001,0.033881356,2,61,12216
2020/07/01,830953002,0.022016949,2,61,9019
2020/07/01,816841006,0.016932203,2,61,7939
2020/07/01,824767002,0.013542373,2,61,8581
2020/07/01,846581002,0.02540678,2,61,10208
2020/07/01,868762004,0.033881356,2,61,12432
2020/07/01,618287009,0.02540678,2,61,1621
2020/07/01,714803008,0.02540678,2,61,3423
2020/07/01,832465006,0.016932203,2,61,9194
2020/07/01,806243006,0.022016949,2,61,7070
2020/07/01,749699026,0.013542373,2,61,4528
2020/07/01,817401003,0.022016949,2,61,8023
2020/07/01,825600001,0.013542373,2,61,8662
2020/07/01,830953001,0.030491525,2,61,9018
2020/07/01,763842002,0.033881356,2,61,5167
2020/07/01,872813002,0.030491525,2,61,12779
2020/07/01,872233002,0.033881356,2,61,12717
2020/07/01,816083002,0.02540678,2,61,7834
2020/07/01,765773004,0.013542373,2,61,5243
2020/07/01,875287001,0.011847458,2,61,12979
2020/07/01,850622002,0.02540678,2,65,10475
2020/07/01,893064002,0.016932203,2,65,14429
2020/07/01,899247005,0.02540678,2,65,14710
2020/07/01,714803008,0.02540678,2,65,3423
2020/07/01,855706004,0.013542373,2,69,11074
2020/07/01,879796001,0.020322034,2,69,13395
2020/07/01,879796003,0.020322034,2,69,13396
2020/07/01,808586002,0.067779661,2,73,7246
2020/07/01,811727001,0.015237288,2,83,7532
2020/07/01,845181001,0.011847458,2,83,10131
2020/07/01,742172017,0.013542373,2,83,4283
2020/07/01,814213004,0.008457627,2,83,7696
2020/07/01,859073002,0.02540678,2,83,11390
2020/07/01,583983001,0.022016949,2,83,1193
2020/07/01,825600001,0.013542373,2,83,8662
2020/07/01,641192001,0.022016949,2,83,1951
2020/07/01,863928001,0.027101695,2,83,11945
2020/07/01,454804007,0.011847458,2,83,361
2020/07/01,811725001,0.015237288,2,83,7531
2020/07/01,844109002,0.02520339,2,84,10057
2020/07/01,867357003,0.024389831,2,84,12304
2020/07/01,855358001,0.033881356,2,84,11051
2020/07/01,893766001,0.007932203,1,90,14452
2020/07/01,910701003,0.023847458,1,90,15066
2020/07/01,877396001,0.055661017,1,90,13174
2020/07/01,898398001,0.015881356,1,90,14667
2020/07/01,816933002,0.020322034,1,94,7947
2020/07/01,861173001,0.016254237,2,94,11677
2020/07/01,859416013,0.006762712,1,94,11469
2020/07/01,852775005,0.010830508,2,94,10733
2020/07/01,853839001,0.02540678,2,98,10846
2020/07/01,818779003,0.015237288,2,98,8146
2020/07/01,796370001,0.076254237,2,98,6496
2020/07/01,851117002,0.020322034,2,98,10535
2020/07/01,853186002,0.013542373,2,98,10757
2020/07/01,798773001,0.016932203,2,98,6624
2020/07/01,816602004,0.02540678,2,107,7906
2020/07/01,762096005,0.013542373,2,107,5085
2020/07/01,765773007,0.013542373,2,107,5244
2020/07/01,865873001,0.015237288,2,107,12160
2020/07/01,762096001,0.013542373,2,107,5081
2020/07/01,775310002,0.006762712,2,107,5612
2020/07/01,867300001,0.015237288,2,107,12301
2020/07/01,759479001,0.006762712,2,107,4987
2020/07/01,850281001,0.022016949,2,107,10451
2020/07/01,882760003,0.016932203,2,107,13674
2020/07/01,525122002,0.016932203,2,107,639
2020/07/01,885710003,0.033881356,2,111,13870
2020/07/01,751936001,0.02540678,2,111,4650
2020/07/01,799409003,0.010152542,2,118,6660
2020/07/01,885439002,0.033881356,2,119,13846
2020/07/01,779546002,0.016932203,2,119,5746
2020/07/01,822237002,0.016932203,2,119,8378
2020/07/01,857812006,0.02540678,2,119,11293
2020/07/01,855249007,0.02540678,2,119,11042
2020/07/01,859400004,0.030491525,2,119,11463
2020/07/01,767799016,0.010152542,2,119,5360
2020/07/01,878353001,0.015237288,2,119,13249
2020/07/01,880749002,0.022016949,2,119,13516
2020/07/01,562245018,0.015237288,2,119,907
2020/07/01,882760005,0.022016949,2,119,13675
2020/07/01,646490018,0.030491525,2,119,1995
2020/07/01,783553002,0.030491525,2,119,5942
2020/07/01,843267002,0.030491525,2,119,9930
2020/07/01,821336004,0.033881356,2,119,8308
2020/07/01,842112005,0.030491525,2,119,9879
2020/07/01,855778002,0.027101695,2,119,11086
2020/07/01,874465002,0.016932203,2,119,12925
2020/07/01,758282002,0.022016949,2,125,4954
2020/07/01,895376002,0.084728814,2,128,14539
2020/07/01,901955002,0.02540678,2,128,14805
2020/07/01,685278004,0.101677966,2,128,2545
2020/07/01,879996001,0.02540678,2,128,13423
2020/07/01,811887001,0.013542373,2,128,7554
2020/07/01,832505003,0.02540678,2,128,9216
2020/07/01,901955001,0.02540678,2,128,14804
2020/07/01,852369001,0.027101695,2,128,10650
2020/07/01,868393001,0.013542373,2,128,12401
2020/07/01,865587001,0.02540678,2,128,12127
2020/07/01,856922001,0.042355932,2,128,11194
2020/07/01,879248001,0.013067797,2,129,13338
2020/07/01,883068001,0.006491525,2,129,13708
2020/07/01,685813001,0.013067797,2,129,2606
2020/07/01,706016003,0.033881356,2,132,3125
2020/07/01,883421001,0.033881356,2,132,13721
2020/07/01,888294001,0.02540678,2,132,14053
2020/07/01,658295001,0.02540678,2,132,2136
2020/07/01,765510001,0.022016949,2,132,5236
2020/07/01,826218002,0.008457627,2,132,8738
2020/07/01,861558003,0.030491525,2,132,11719
2020/07/01,859186003,0.02540678,2,132,11439
2020/07/01,697516001,0.042355932,2,132,2931
2020/07/01,865069001,0.042355932,2,132,12043
2020/07/01,877222001,0.02540678,2,132,13146
2020/07/01,798773001,0.016932203,2,132,6624
2020/07/01,851884001,0.022016949,2,132,10603
2020/07/01,875329009,0.013542373,2,132,12983
2020/07/01,877222005,0.02540678,2,132,13147
2020/07/01,812207002,0.033881356,2,132,7591
2020/07/01,706016001,0.033881356,2,132,3123
2020/07/01,842670001,0.02540678,2,132,9909
2020/07/01,870970001,0.02540678,2,132,12591
2020/07/01,859399001,0.022016949,2,132,11461
2020/07/01,664133001,0.042355932,2,132,2231
2020/07/01,630777015,0.022016949,1,139,1801
2020/07/01,585355001,0.013542373,1,139,1215
2020/07/01,838689005,0.008457627,1,139,9612
2020/07/01,779781005,0.042355932,2,144,5766
2020/07/01,850242002,0.033881356,2,144,10435
2020/07/01,750424015,0.042355932,2,144,4571
2020/07/01,850242001,0.033881356,2,144,10434
2020/07/01,832253003,0.030491525,2,144,9132
2020/07/01,307239004,0.02540678,2,144,138
2020/07/01,815808004,0.050830508,2,144,7823
2020/07/01,855769003,0.022016949,2,144,11083
2020/07/01,826776001,0.042355932,2,144,8766
2020/07/01,859808001,0.015237288,2,144,11502
2020/07/01,473954013,0.016932203,2,144,409
2020/07/01,783346020,0.02540678,2,144,5915
2020/07/01,783346028,0.02540678,2,144,5919
2020/07/01,842112005,0.030491525,2,144,9879
2020/07/01,708311018,0.042355932,2,144,3202
2020/07/01,867942001,0.027101695,2,146,12330
2020/07/01,847180001,0.023711864,2,146,10226
2020/07/01,826508006,0.00620339,1,158,8755
2020/07/01,784001006,0.031118644,1,158,6002
2020/07/01,884174002,0.015542373,1,158,13758
2020/07/01,826508005,0.014661017,1,158,8754
2020/07/01,826508003,0.014677966,1,158,8753
2020/07/01,826508011,0.014677966,1,158,8758
2020/07/01,859805004,0.023338983,1,158,11500
2020/07/01,867966003,0.033881356,2,162,12334
2020/07/01,834960002,0.033881356,2,162,9378
2020/07/01,706016039,0.033881356,2,162,3140
2020/07/01,704126009,0.033881356,2,162,3106
2020/07/01,850732004,0.059305085,2,164,10488
2020/07/01,889379003,0.033881356,2,164,14130
2020/07/01,733749011,0.004050847,1,167,3973
2020/07/01,841260011,0.013542373,1,167,9803
2020/07/01,733749001,0.004050847,1,167,3970
2020/07/01,757828001,0.013542373,2,173,4917
2020/07/01,879248008,0.016932203,2,173,13344
2020/07/01,733749010,0.005067797,2,173,3972
2020/07/01,852746006,0.016932203,2,173,10720
2020/07/01,733749001,0.005067797,2,173,3970
2020/07/01,784396002,0.016932203,2,175,6021
2020/07/01,781833008,0.015237288,2,175,5851
2020/07/01,830176001,0.033881356,2,175,8988
2020/07/01,786542001,0.02540678,2,175,6109
2020/07/01,783280001,0.02540678,2,175,5907
2020/07/01,784396001,0.015237288,2,175,6020
2020/07/01,866409002,0.010847458,1,183,12227
2020/07/01,825585001,0.020322034,1,183,8658
2020/07/01,837306001,0.033881356,1,191,9536
2020/07/01,874064001,0.067779661,1,191,12887
2020/07/01,816563005,0.02540678,1,191,7879
2020/07/01,822199001,0.033881356,2,198,8368
2020/07/01,851774003,0.013542373,2,198,10586
2020/07/01,600372002,0.013542373,2,198,1425
2020/07/01,600373001,0.008457627,2,198,1426
2020/07/01,853474005,0.033881356,2,198,10799
2020/07/01,600372001,0.015237288,2,198,1424
2020/07/01,750424016,0.022016949,2,198,4572
2020/07/01,873538001,0.008457627,2,198,12837
2020/07/01,834794001,0.040661017,2,198,9358
2020/07/01,809549001,0.015237288,2,198,7363
2020/07/01,869691001,0.015237288,2,198,12509
2020/07/01,766917003,0.016932203,2,198,5303
2020/07/01,877374002,0.022016949,2,198,13171
2020/07/01,843772002,0.006762712,2,198,10011
2020/07/01,909080001,0.030491525,2,198,15016
2020/07/01,880772002,0.033881356,2,198,13519
2020/07/01,562245100,0.016932203,2,198,921
2020/07/01,671646003,0.016932203,2,198,2300
2020/07/01,843772004,0.013542373,2,198,10012
2020/07/01,731425003,0.022016949,2,198,3892
2020/07/01,830793001,0.013542373,2,198,9010
2020/07/01,823165001,0.013542373,2,198,8433
2020/07/01,188183001,0.003372881,1,199,39
2020/07/01,589599022,0.003372881,1,199,1259
2020/07/01,851866002,0.065762712,2,200,10598
2020/07/01,857276001,0.065762712,2,200,11226
2020/07/01,889664002,0.041101695,2,200,14158
2020/07/01,825585001,0.024661017,2,200,8658
2020/07/01,887937001,0.032389831,2,205,14022
2020/07/01,894939001,0.040457627,2,205,14513
2020/07/01,873604004,0.032389831,2,205,12848
2020/07/01,887911001,0.040457627,2,205,14016
2020/07/01,881608001,0.048559322,2,205,13593
2020/07/01,790365001,0.032389831,2,205,6233
2020/07/01,556539028,0.004932203,1,207,827
2020/07/01,853222002,0.00659322,1,207,10764
2020/07/01,836607003,0.016508475,1,207,9493
2020/07/01,865224001,0.01320339,1,207,12074
2020/07/01,853516001,0.016508475,1,207,10804
2020/07/01,776237011,0.024762712,1,207,5640
2020/07/01,838640001,0.02640678,1,207,9604
2020/07/01,659854016,0.016508475,1,207,2171
2020/07/01,841793001,0.032983051,1,207,9849
2020/07/01,872177002,0.049542373,1,207,12710
2020/07/01,556539016,0.004932203,1,207,824
2020/07/01,805366008,0.024762712,1,207,6983
2020/07/01,556539039,0.004932203,1,207,831
2020/07/01,816563001,0.024864407,2,211,7875
2020/07/01,809230001,0.033135593,2,211,7339
2020/07/01,796137009,0.029813559,2,211,6480
2020/07/01,816521002,0.024898305,2,211,7872
2020/07/01,806528009,0.024864407,2,211,7097
2020/07/01,832253003,0.029813559,2,211,9132
2020/07/01,679854001,0.016559322,2,211,2424
2020/07/01,751471022,0.016559322,2,211,4601
2020/07/01,876412001,0.021542373,2,211,13079
2020/07/01,851530002,0.013237288,2,211,10567
2020/07/01,855081003,0.049711864,2,211,11022
2020/07/01,837351002,0.024864407,2,211,9543
2020/07/01,798579002,0.033135593,2,211,6617
2020/07/01,862325004,0.041440678,2,211,11805
2020/07/01,714790008,0.049711864,2,211,3413
2020/07/01,887949003,0.033135593,2,211,14025
2020/07/01,896157001,0.024864407,2,211,14579
2020/07/01,799365004,0.049711864,2,211,6653
2020/07/01,751471001,0.033135593,2,211,4599
2020/07/01,865917002,0.016932203,2,222,12171
2020/07/01,863937003,0.011847458,2,222,11946
2020/07/01,895002002,0.02540678,2,222,14517
2020/07/01,907696001,0.016932203,2,222,14985
2020/07/01,877715001,0.02540678,2,222,13195
2020/07/01,892910001,0.008457627,2,222,14408
2020/07/01,817110001,0.022016949,2,222,7981
2020/07/01,873604007,0.033881356,2,222,12850
2020/07/01,850242001,0.033881356,2,222,10434
2020/07/01,599719041,0.033881356,2,222,1413
2020/07/01,806388003,0.013542373,2,222,7078
2020/07/01,887659003,0.008457627,2,222,13984
2020/07/01,907696006,0.016932203,2,222,14988
2020/07/01,871581001,0.016932203,2,222,12651
2020/07/01,895002004,0.02540678,2,222,14518
2020/07/01,863937010,0.011847458,2,222,11950
2020/07/01,806388005,0.013542373,2,222,7080
2020/07/01,825720002,0.008457627,2,222,8681
2020/07/01,825720010,0.008457627,2,222,8687
2020/07/01,907696004,0.016932203,2,222,14987
2020/07/01,718278001,0.008457627,2,222,3562
2020/07/01,825720004,0.008457627,2,222,8683
2020/07/01,825720003,0.008457627,2,222,8682
2020/07/01,870611002,0.033881356,2,222,12569
2020/07/01,860525009,0.016932203,2,222,11592
2020/07/01,894135001,0.050830508,2,222,14463
2020/07/01,817110002,0.033881356,2,222,7982
2020/07/01,893323003,0.067779661,2,222,14434
2020/07/01,887770002,0.005067797,1,223,14004
2020/07/01,784415003,0.010152542,1,223,6027
2020/07/01,687041001,0.002694915,1,223,2685
2020/07/01,860746002,0.033610169,2,224,11627
2020/07/01,811900001,0.021847458,2,224,7558
2020/07/01,869070005,0.02520339,2,224,12453
2020/07/01,850523002,0.042016949,2,224,10460
2020/07/01,890956001,0.021847458,2,224,14265
2020/07/01,658030017,0.050423729,2,224,2131
2020/07/01,812658001,0.030254237,2,224,7630
2020/07/01,812658002,0.01679661,2,224,7631
2020/07/01,827411001,0.02520339,2,224,8802
2020/07/01,749699002,0.02520339,2,224,4522
2020/07/01,825009001,0.01679661,2,224,8602
2020/07/01,820866002,0.010067797,2,224,8263
2020/07/01,842112005,0.030254237,2,224,9879
2020/07/01,778064003,0.008389831,2,224,5711
2020/07/01,847673001,0.016779661,2,224,10238
2020/07/01,749699001,0.02520339,2,224,4521
2020/07/01,658030016,0.050423729,2,224,2130
2020/07/01,658030011,0.050423729,2,224,2129
2020/07/01,610776001,0.008389831,2,224,1513
2020/07/01,854004001,0.067237288,2,224,10868
2020/07/01,846025001,0.02520339,2,224,10178
2020/07/01,761222001,0.020152542,2,224,5047
2020/07/01,856617001,0.006711864,2,224,11159
2020/07/01,865873001,0.015118644,2,224,12160
2020/07/01,886189002,0.067237288,2,224,13899
2020/07/01,815883001,0.100864407,2,224,7829
2020/07/01,825573003,0.016932203,2,234,8647
2020/07/01,825573001,0.022016949,2,234,8646
2020/07/01,850244001,0.008457627,2,234,10436
2020/07/01,850244003,0.005067797,2,234,10438
2020/07/01,901793005,0.016932203,2,234,14797
2020/07/01,850641002,0.02540678,2,234,10478
2020/07/01,881950001,0.02540678,2,234,13633
2020/07/01,850641001,0.022016949,2,234,10477
2020/07/01,861024001,0.029576271,2,238,11661
2020/07/01,616598025,0.02540678,2,238,1601
2020/07/01,888294001,0.022186441,2,238,14053
2020/07/01,880195002,0.011813559,2,238,13453
2020/07/01,827359003,0.022016949,2,238,8792
2020/07/01,751994009,0.050830508,2,238,4657
2020/07/01,783346017,0.02540678,1,240,5913
2020/07/01,719655019,0.022016949,1,240,3606
2020/07/01,783346016,0.02540678,1,240,5912
2020/07/01,719655001,0.022016949,1,240,3603
2020/07/01,864953001,0.013542373,1,240,12028
2020/07/01,832481005,0.016932203,1,240,9209
2020/07/01,880195001,0.013542373,2,243,13452
2020/07/01,859808001,0.015237288,2,243,11502
2020/07/01,902229004,0.050830508,2,243,14818
2020/07/01,887770003,0.013542373,1,243,14005
2020/07/01,511105013,0.011847458,2,243,562
2020/07/01,890845007,0.050830508,2,243,14255
2020/07/01,893424003,0.042355932,2,243,14441
2020/07/01,868161002,0.02540678,2,243,12372
2020/07/01,851530002,0.013542373,2,243,10567
2020/07/01,877014005,0.027101695,1,243,13126
2020/07/01,880696001,0.059305085,2,243,13492
2020/07/01,837306003,0.022016949,2,243,9537
2020/07/01,816841003,0.022016949,2,243,7936
2020/07/01,846025001,0.02540678,2,243,10178
2020/07/01,840607009,0.016932203,2,243,9768
2020/07/01,883033002,0.016932203,2,243,13706
2020/07/01,840607010,0.016932203,2,243,9769
2020/07/01,877137002,0.013542373,2,243,13140
2020/07/01,865458001,0.030491525,2,243,12099
2020/07/01,707777011,0.033881356,2,243,3183
2020/07/01,791131001,0.016932203,1,246,6271
2020/07/01,828928001,0.016932203,1,246,8896
2020/07/01,857880002,0.010152542,1,246,11298
2020/07/01,682236013,0.006762712,1,251,2468
2020/07/01,710085002,0.017610169,1,251,3254
2020/07/01,640664011,0.016711864,2,262,1942
2020/07/01,721609002,0.030101695,2,262,3676
2020/07/01,853222001,0.003322034,2,262,10763
2020/07/01,851094007,0.021728814,2,262,10530
2020/07/01,732103001,0.021728814,2,262,3908
2020/07/01,817416001,0.025084746,2,262,8028
2020/07/01,837941001,0.033457627,2,262,9578
2020/07/01,556255001,0.011694915,2,262,814
2020/07/01,791033001,0.050169492,2,262,6266
2020/07/01,697091002,0.021728814,2,262,2923
2020/07/01,864980001,0.025084746,2,262,12034
2020/07/01,640664001,0.015033898,2,262,1940
2020/07/01,739144004,0.010016949,2,262,4153
2020/07/01,756415005,0.025084746,2,262,4850
2020/07/01,831273003,0.050169492,2,262,9033
2020/07/01,820442001,0.033440678,2,262,8213
2020/07/01,589222005,0.021728814,2,262,1249
2020/07/01,872618001,0.016711864,2,262,12763
2020/07/01,806241007,0.025084746,2,262,7066
2020/07/01,640664005,0.015033898,2,262,1941
2020/07/01,824352001,0.013372881,2,262,8536
2020/07/01,875469005,0.008355932,2,262,12994
2020/07/01,850176002,0.030491525,2,264,10426
2020/07/01,832309007,0.030491525,2,264,9146
2020/07/01,854830002,0.022016949,2,264,10984
2020/07/01,897488001,0.050830508,2,264,14624
2020/07/01,862105008,0.059305085,2,264,11781
2020/07/01,851094002,0.022016949,2,264,10528
2020/07/01,868167001,0.033881356,2,264,12378
2020/07/01,851317003,0.042355932,2,264,10547
2020/07/01,853239001,0.013542373,2,264,10766
2020/07/01,797408001,0.084728814,2,264,6568
2020/07/01,752516005,0.042355932,2,264,4680
2020/07/01,723371001,0.022016949,2,264,3727
2020/07/01,788261004,0.008457627,2,264,6163
2020/07/01,886975002,0.030491525,2,264,13952
2020/07/01,751342001,0.02540678,2,264,4593
2020/07/01,809961002,0.033881356,2,267,7386
2020/07/01,873538001,0.008457627,2,271,12837
2020/07/01,862340002,0.016932203,2,271,11807
2020/07/01,674606051,0.033881356,2,271,2345
2020/07/01,900157002,0.02540678,2,271,14734
2020/07/01,691855013,0.015237288,2,271,2820
2020/07/01,794065001,0.033881356,2,271,6393
2020/07/01,837306001,0.02540678,2,271,9536
2020/07/01,888229007,0.016932203,2,271,14048
2020/07/01,825585001,0.02540678,2,271,8658
2020/07/01,589722008,0.016932203,2,271,1269
2020/07/01,825533001,0.030491525,2,271,8637
2020/07/01,836142002,0.016932203,2,271,9453
2020/07/01,784001002,0.016932203,2,271,6000
2020/07/01,816805002,0.015237288,2,271,7926
2020/07/01,572797048,0.011847458,2,271,1087
2020/07/01,877037003,0.022016949,2,271,13132
2020/07/01,876127002,0.015237288,2,271,13043
2020/07/01,870290001,0.013542373,2,271,12532
2020/07/01,836142003,0.016932203,2,271,9454
2020/07/01,220094021,0.013542373,2,271,70
2020/07/01,809883001,0.016932203,2,271,7378
2020/07/01,717490010,0.008457627,2,271,3509
2020/07/01,658298007,0.022016949,2,271,2138
2020/07/01,878456002,0.02540678,2,271,13252
2020/07/01,847673001,0.016932203,2,271,10238
2020/07/01,858834003,0.02540678,2,271,11367
2020/07/01,816832005,0.02540678,2,271,7931
2020/07/01,842605015,0.016932203,2,271,9902
2020/07/01,816752001,0.022016949,2,271,7914
2020/07/01,767123007,0.033881356,2,282,5317
2020/07/01,823763004,0.022016949,2,282,8475
2020/07/01,810172003,0.067779661,2,282,7407
2020/07/01,834898006,0.033881356,2,282,9366
2020/07/01,834897001,0.033881356,2,282,9363
2020/07/01,813384002,0.016932203,2,282,7653
2020/07/01,764488006,0.033881356,2,282,5201
2020/07/01,783346001,0.024728814,1,297,5911
2020/07/01,770315006,0.016474576,1,297,5442
2020/07/01,736213001,0.004932203,1,297,4042
2020/07/01,680391002,0.016474576,1,297,2437
2020/07/01,708311026,0.016932203,1,297,3207
2020/07/01,708311026,0.026372881,1,297,3207
2020/07/01,693682001,0.004932203,1,297,2840
2020/07/01,846139003,0.014830508,1,297,10182
2020/07/01,679854023,0.008220339,1,297,2430
2020/07/01,770336001,0.026372881,1,297,5452
2020/07/01,770315005,0.016474576,1,297,5441
2020/07/01,852498001,0.034627119,1,297,10675
2020/07/01,556539001,0.004932203,1,297,820
2020/07/01,859808002,0.024728814,1,297,11503
2020/07/01,776237029,0.010152542,2,303,5649
2020/07/01,599580044,0.016932203,2,303,1376
2020/07/01,737040007,0.010152542,2,303,4101
2020/07/01,756132001,0.022016949,2,303,4826
2020/07/01,776237027,0.013542373,2,313,5648
2020/07/01,723349001,0.016932203,2,313,3721
2020/07/01,599580046,0.016932203,2,313,1377
2020/07/01,717580001,0.016932203,2,313,3524
2020/07/01,599580072,0.016932203,2,313,1386
2020/07/01,832298006,0.015237288,2,313,9144
2020/07/01,721990004,0.011847458,2,313,3683
2020/07/01,599580067,0.010152542,2,313,1384
2020/07/01,776237031,0.02540678,2,313,5651
2020/07/01,834258001,0.02540678,2,313,9319
2020/07/01,717578001,0.008457627,2,313,3523
2020/07/01,859077013,0.02540678,2,314,11393
2020/07/01,841434002,0.02540678,2,314,9821
2020/07/01,859077018,0.02540678,2,314,11397
2020/07/01,841434012,0.02540678,2,314,9825
2020/07/01,536139054,0.016932203,2,314,688
2020/07/01,859077015,0.02540678,2,314,11394
2020/07/01,841434009,0.010152542,2,314,9824
2020/07/01,816336005,0.032084746,2,320,7857
2020/07/01,829017005,0.033881356,2,320,8910
2020/07/01,867357003,0.030491525,2,320,12304
2020/07/01,865172003,0.028898305,2,320,12068
2020/07/01,853468002,0.048152542,2,320,10793
2020/07/01,698283001,0.008016949,2,320,2964
