club_member_status,age,postal_code,customer_id
ACTIVE,47,fb634c72a9c30065cd8b16f6183065bc98c8e8a7c8a908b18260b5b9bfc28478,23
ACTIVE,30,282929a14a0a63390c25d038207b22e48100c60b3f54ae065a2cfafb126412bc,24
ACTIVE,26,d9953eb7a7a24998cec6deecc7ac24091ccc15e395ba12110869742374bdeb3a,25
ACTIVE,47,2ea19797364ff58bb057eb30be03d82b96c7e09ab57de0a496110a4b0abb7bfd,26
ACTIVE,24,144ae92bf0ad3d903f12320513635f3e238be05e69e3ac6dc3eb6b1af08f1e44,27
ACTIVE,25,52e09f5ad1d8303f3448343cf08aeb7e7215d5220c416721d31cc4738d3c13f3,28
ACTIVE,23,ff88f3dd1faca4f00b34ccaa09ce84616d97905cf0647bb1dfa0fc2144c9241e,29
ACTIVE,41,78fcc586f4af32dc3fdee816a53cfdec67b324f40d63b02add97c75ff61b6eec,30
ACTIVE,20,cf99b6f1b2f6d348b3ba77d7745a439f4b5aeba21b55714d843d4fc5dd024e19,31
ACTIVE,22,d268656a8b939ee1436ac711ae86f63c7a1b573e8de808cfea16b340eda18875,32
ACTIVE,31,08e996b267caa2c221fdd8b7dd49c2012b04b6082be63aafd0b8abbf773e2f24,33
ACTIVE,53,3dc557763d90f18c7444d0c677acae4c3d24c6026e43caf91d74396416a63227,34
ACTIVE,44,d6373b4edd075149f2bc1a6825cec63cc6dca83e34a6c0bdba85365df720e9f8,35
ACTIVE,38,7566e1a660e833602eefc20298dbab32bd5de0a5f701396fcbd2178b4f95efdf,36
ACTIVE,17,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,37
ACTIVE,25,a01fe55b53cf547a45f1f9a610e9d0657c65cf93c6e3f81fb84e07d640015d61,38
ACTIVE,20,23069ee8ddcdbaa353952bef47f2a77e7ffa71a214a049a217c4e36de058c36d,39
ACTIVE,49,38120424bcb056175d08ffa3431ea557a1ed1fd313efc0d64c29a91fa9b65fec,40
ACTIVE,44,58b8e3e00bd4765256da13cdcdd9e03449448d3b1b256c7a2a2e713722e2cbda,41
ACTIVE,40,ce8b3b2f318ba23721a10d16763f2ab0e635af96c91dd61436c9c60cf5569aeb,42
ACTIVE,24,284bd56f57528183b71291f034fe3e084f1d8cc3a0a93084ab2c631c7c00ad7c,43
ACTIVE,31,fa648e510e3f6093e4a89c028e1cee9c7887b474abaa74705f9b36a37d696452,44
ACTIVE,23,32187a458b4fb9253e875cf126b532c2a598a6b3d1bb09fa985f2bef4b76711b,45
ACTIVE,27,ada167255f0f3acfdfe7aca972cce06b8c04befc567c24f5a9a4d46f675e5c43,46
ACTIVE,28,e68559f188c0f7d3b6fa8b28f63671d356f2941ee5df50a0581424c99ae88b74,47
ACTIVE,25,57d8a02ed976b47a72b2567f7f6618e9e022d8e6c38b05508fcae6c2f28a53bd,48
ACTIVE,27,b835eac762e9df2ae7ff64770e9c6d437c1948882b73f9796c0a919b80a32d23,49
ACTIVE,30,c3c5de6d848f93f3eb8dbd0f9a174803169884041d48de1546cb12ceadded97c,50
ACTIVE,41,0c20cda98017f45c9854116a4f3cea7f91a017759ff8cc60580f4369099a60fd,51
ACTIVE,51,8db52856d17c197683efbc9d5ef2dc873aaf7062486b2d61d12553a7f0a5763b,52
ACTIVE,30,0434e848e418a56bca1511e1720cd67cb682e1711dc77d682d55f39e55b20102,53
ACTIVE,56,51e8ad342ec144b8895fd04c107e67002e40b4d7cbde4977395f85cf303f4ace,54
ACTIVE,49,f2255b8174265ec97c29c5e7f23ee8e1d31b3bbe5ae34d43f5e10c811ca84af6,55
ACTIVE,31,f455749239447305fe18a593f5c594a32e044d0b63eac3a2e1115c48dfdb6d08,56
ACTIVE,35,2ed75e602e5b8e2d202c35b1f029739a4d4857a10947e002273b615c1c87a98f,57
ACTIVE,38,eac102bd6b0542005e1641e0db167b2be69b57d01d2c0addba44fe8898713f32,58
ACTIVE,37,3b6ef18e5e575befe4064b1ff6e7238720351ac0c89fd58ff0772e97554dfd02,59
ACTIVE,54,3f8e6325c5d37226c9285b76d663b7052ed834509fcdf10a012cc239e965d02c,60
ACTIVE,34,6b084e527dc6a99fb616d32a97dbc6b292b2eb7a8cd4217b6e782d418d7e2d00,61
ACTIVE,23,cce17b26b6b6def9940a311760b70c15e1709d0d96fd22955a5efd533cf3fba6,62
ACTIVE,33,64442315cd4919573bd8bbf9f5ec0c4ea5538f0cf7393cfe74cac2741bd83ef3,63
ACTIVE,47,93926cb232e7b942862125267d8ea7462e2f085625e27ef5a7662176f7844f3c,64
ACTIVE,46,47bfe49b4c54d070fe9ae3829b67c5fbf8bf680145e2a7950d971c1c2f3a6edf,65
ACTIVE,23,78098b65d5f4b0b01eb9d8975f8130c6d691d9da44333526783eaedb1f440b87,66
ACTIVE,53,460a395ee97f046e3792c91ed5a9881c4d156ba4a2f85fee4bd0ef71a1330a3f,67
ACTIVE,25,afd2750a25a085dcf7c595dd0f65f8fb4a0d1c3df4173d78323829681b5d8fbb,68
ACTIVE,44,159d65c242761415ed318a684612ff4c53b451eeeba625b89032d8146d95c67c,69
ACTIVE,25,689935dea41bb00748771b82a23a665e64f22df43877cb82667b88dbeb4d6f28,70
ACTIVE,24,256c3f4be5949b6e6a380fa7076a700f005f09e1a1b358ef16163608d0a9fa6f,71
ACTIVE,28,10ad082f8084aa7c9ebee8c4d15c21b60e6e960ead82694b36be302b282ed585,72
ACTIVE,64,684bcf5a4ef20c44564ffbec4b5a6ea40f27b5e6d99c317c12990c2547a18495,73
ACTIVE,46,1e6c5be39ae4c805f2d9e3fc5d89fd528d0b2506e828f6045d2ad7bfdf600a79,74
ACTIVE,23,d564946e8bccd9eef558e2a6e9aac5c8d91a361dc3495ce358c4a4ba8ebebf3f,75
ACTIVE,26,b15cf8f9f0daf133e4688a5f5cdaa1ce6c357b935533fa0150526b4f63c9c4d0,76
ACTIVE,23,4d92a526b74839a4fa75ac2664a99a22dde243883dd253b1e88f465a0d16a39b,77
ACTIVE,30,73cf7bed37ee0b541eb1709d4abb2ea44a9fc864294d3796bbf7891c741b3037,78
ACTIVE,60,801d3bd30007a3cb66feac87c309414f7749d0d327c8d91523430318e974a7c9,79
ACTIVE,29,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,80
ACTIVE,38,ce3b0c5f251f5d5ff414249f5b528b057c70169dd3ea8593001b025a5928beec,81
ACTIVE,25,381420238f902e18ed448e40cc45fb410e3b0e0f34440b958e1f2e6a1d267194,82
ACTIVE,30,71909dceafb5c1c6bb41384a9ac0f0a01ae5c31ba0720a85bf871ad783162587,83
ACTIVE,28,3275e4a1902da03cca621d01cd125aa5d0e11e97d93a44d5c86e4d4f0d51b384,84
ACTIVE,51,6babae0409a54f3f079d567e051595b43ac1c375dfdddac22daad3efa88c8d94,85
ACTIVE,50,faa1962c19e552c73fae86ad006b845d6ee6418673d16af6748343b86583d812,86
ACTIVE,19,b00a12e0efc6a116ef1f5807285b086ce5348135ef90012e839d80f3615e337a,87
ACTIVE,21,af8d9ada2eae0d79adc6cf517cb26137d11670f08b18164e087db51700c2ec3e,88
ACTIVE,29,16e3bc59299bdd6e86228ee2858a0757e04b8e60e2000f87c5963fef3ac447eb,89
ACTIVE,30,7de4763d9dd0854dd199a8e4d9ce74dd8e4761d441e1ea9b289601c04e88230c,90
ACTIVE,31,f891b85d69e1c636eeb65e7ae3f50e1f9f9bb10e52b3c7bded48624a907df64d,91
ACTIVE,36,d528b8ce8b4a99cede1cd4bdc0c353b9143a694fc00daa8a7cf691fa8168e3f3,92
ACTIVE,28,8243e054a5af023175fd2ec08bafd16c051c31dc2ccc3b5ec300acf34a590546,93
ACTIVE,41,0e816910c0e9dc9aeb9224ea0f51112c88f9a993a1e50ee999a2ee030291cc55,94
ACTIVE,41,207d5fcdda8f6c3f7b1dcaadc8f3ff41cc83cc088842959f42985805c77945cf,95
ACTIVE,26,c8b1eb430f125f38d1c58f57acba8d500897432f85a378035e38017f0e66d6dd,96
ACTIVE,48,46943a2f75282ca9c62418be5e5dc2356ec33159ae2462905043142c55723fb0,97
ACTIVE,31,7084c57d47e5a97f82083d190d328f0f557ae74512b44fc83ca0bbd78a70d24f,98
ACTIVE,22,ed567cca12c2b880d4dc88a19df73edf6daf52462658f5184dfd3de1e7f9f11c,99
ACTIVE,25,401794a3cb5169e59f59be43a0b131603e6e3b97ad05ee69df9401d01c72f7d9,100
ACTIVE,32,0d825ab7f6c9a00ed1910f48983c19d36afded67cbff261d9568a0f6d9fd5faa,101
ACTIVE,33,2c407f9562482510eb231d62008694299803a360f43fad04aab90e6e65d92847,102
ACTIVE,38,d19ae18d23cfc5c3640056cf2dddba9348a1a6a8b9599bd3a05d98fc472eb9f3,103
ACTIVE,26,1a72920195577be934aeb3e8ecdfabe4d4ad16790ba7e08dcecb9e1088500b0a,104
ACTIVE,49,2fc736786196650b6846eb81f73be2e1a0cbeec352fb85068f882e5cc66cc2a1,105
ACTIVE,32,4fe22c47d887d35dac2a3d7ae41b32bffe9f9587f6d2b30afead13c4f6feb8f1,106
ACTIVE,51,111fced0eb20c788d4b13a775213f1978a97ff5fdc6dda760ba0ff549559fb47,107
ACTIVE,28,07412554064bd247f207e4fadee37ec89f5cfd3485a1bd01173d93a78e578559,108
ACTIVE,26,7ca83e9ab3f2144b984eb4e688792e0c77fb98d9760f1328a986748e6b8be55e,109
ACTIVE,23,6aa46e3ec8113a3479493260f77663b7d94faf27a9d0360d13275f9b9cc0cbf7,110
ACTIVE,23,bbcb5b129a928bc65f93d51b4020e17cbdf7dee113cdc57ee96a8ef52784aec3,111
ACTIVE,48,22fb6c6073f4ab0bf434c03534c1f1e4e1835e0a5fc60623b8d9e1de2f9c7848,112
ACTIVE,22,fccfde317c62fd5350066607600d24a76b5a623abf87b9cabff70ab260968722,113
ACTIVE,25,49dd0fa82b698bec802fa2ff7b8447ff53ef908a5a4bb39c0bfdba70158a1b4f,114
ACTIVE,29,cb84a1675f57e4d8e255c00f286d6d5a50ff7837a41b396ee938d55afa7f625f,115
ACTIVE,23,52f7e2e383cc456d1cd0e9ea84f5de93b18c69f53415464e61393cdfb9c7eb8a,116
ACTIVE,23,01107ad07ffc27b8f3e2c5db2b3a3d98a1d7d07cd7c15accc4b149727fd92819,117
ACTIVE,55,e0b61029b08180139c0dcb4d9fbf1f93965be72cb90497fd61ec74a87c1d20fc,118
ACTIVE,58,cd327aaedf003a5d71482748f17b4f2e547fc10d3786e7c1b985a29dd5e32a91,119
ACTIVE,24,f88bb659526fb949ca009b61c0bf87f9764e09a2551f465463a5dbcedc672929,120
ACTIVE,26,b499afbe43f5241680fb2ebe649aca069a44542d72ca3bfd266e4bbafbfd30b0,121
ACTIVE,27,855efb48a4b9706355e4f8146d525aa0271170edc44beb2af1c9a1a79f58c9b9,122
ACTIVE,53,ba55744ee23b59ff6ef62968b8b6309fcf4e59892b300a562b1e3f89e6e8b1e7,123
ACTIVE,27,d47ea2c501649638318f4b673cf645cf55121f3ca1836d417b75a2da73fd2b5d,124
ACTIVE,39,a3f330ea39b35415b8cf1045d01b0c0506b23614976102c0214e1b1c32b17378,125
ACTIVE,26,553c34c133742b5fa1e10dc6d61e810f52005499be84fa20fea5524e0ab075e2,126
ACTIVE,49,d3aac9b3aa5cef37337848e9644ff35449b208e2fb510753c530b545a2e5912f,127
ACTIVE,28,2c4572b0f431282b09975574a1b31d178031824e5ae44e7dc4c5fb678395a8e8,128
ACTIVE,49,bb272960a08112f4f9763151db945db2bab3e41c91dd3bdc05c7e2ff3329ce9f,129
ACTIVE,33,80821f599b7b052032c39620a3de981e8ed2283762694bee7786b0b76524c2b4,130
ACTIVE,36,1da4f0dc1ce983f075b81c75b75440bf57a686472e129c95e895d780678981e9,131
ACTIVE,21,b677aba5fd50636fe183fb897d014576e35ec0ddfa9d8da13d394e225615b2f1,132
ACTIVE,48,e2950f6cccf4459513fca5eb51c3dc2f9ab9c45070d71d9d1118c2de297884ee,133
ACTIVE,24,1842bd99c3c0f39c87d1a873ac99ae3c02493c646f49a55ccfef99f49f3e8378,134
ACTIVE,26,9000acf9304ea006ccb5403e22c7b084a534ca8b4b0a62866c321497f701c5a2,135
ACTIVE,50,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,136
ACTIVE,41,154664b91cde3dd6f4f1e0a4e913ecc75715076710842f1d4fe40ae588273e77,137
ACTIVE,29,33258840b54110a862918bcab63ad33987647d93583f104f2a4f51854ab28a0b,138
ACTIVE,29,22f38422665e362dee6f82feb668d3c479ae15b1475a4e636b774749205fbaf3,139
ACTIVE,63,1d8a54e2551d882d9c441d9e0461da58b16a11f82f815e67b74cbd003c8195f3,140
ACTIVE,29,cf71ae54fcca0c29843c1c01b8fe1d44bd142476d9312686d1c71226d3e23dd3,141
ACTIVE,29,a11029a15b07de869a3edeb40dbe556a85e13ea17d6b0c8ed1755ffe05b03087,142
ACTIVE,24,e9e24ba47d7562c62f5733fada42f267edc9ee51e8310775a89be5d955d01ae4,143
ACTIVE,28,0f78cc1cecca0f5a9f5615ddeb1d1334a96a3da0fe983495a8dda45ce476fd59,144
ACTIVE,27,d87962db72a4d1a117f1634bdec3d214c5b93b541f501129f9223680edf789a6,145
ACTIVE,50,c05466c454b1293906dfb3a30a98cc47b08b9fff1b9510be37b6ac9b298c1efe,146
ACTIVE,42,b740566d8869ca43eabfe180db17d5f7349d5f4bbce9f0532fc66391731dd3cd,147
ACTIVE,56,7d82d3b9213752fe6ad3b1d912e955fb117853f11bf47fdd0dbe701230129e08,148
ACTIVE,26,9411554efd28c69e65d2fe8a1908e5422d43ab9aaca6b3b0b4ae8cb2871563f6,149
ACTIVE,25,bfcf871b77c7f18f0d7a54eea7707b554f907cc7ceebeaf375925d77e3f11fdd,150
ACTIVE,52,d4b796830ecf78e6255b080c8ea88d4a72b162cb6464f69195c8972c8411dd5e,151
ACTIVE,28,07850d8bdbfff2c9c6000054979c157bd9ff10125e5ed4b033c81225e402bce6,152
ACTIVE,28,eedc823010b61adcaba9531ef293ea4371d43ce02694854e781a082aba098e44,153
ACTIVE,34,1559b2ab27ee7dde73423535d995c73c525ebb20673ca124a946a5a8531f14a9,154
ACTIVE,34,e07d2c494ef7b6a28bf43c91d9d3dd64d6803a525debcf814ce6ff942d374eb9,155
ACTIVE,26,9facf0a727484ff1c424a4ac08475a84f56f0390b62efaaf4e3cc68b358b05cf,156
ACTIVE,43,d2f375e1a31f52d28bc572f5dddc8c2838ca862b5ddb2ddbec58e0867ae384b3,157
ACTIVE,36,45a00115cba9e5f6012c73b3fc16fc7d369ad50073821a3fa56ab52f40f21c49,158
ACTIVE,29,fa3c72b6e9ecc3ec8b00461628ad8347bbfcad1f2e4c6ded23c14ffe0f2e381e,159
ACTIVE,26,00c40ca9a474a0389c055f4d780edda30d1390cc5eb1e2a1f265511984bc5a52,160
ACTIVE,27,67c942a9b603c99c04f4f5def634449f3877bc8b32196498b6a7b459f8136ad7,161
ACTIVE,32,e5e5da6faeddd3feeb6d002b42f32479c83bd1a14324d25f73a268b02f6d37a7,162
ACTIVE,22,0bb2f1581ae860bca2040a0e4650cb21e22c2a3e297fb43ba628ad801fcc22e1,163
ACTIVE,44,a088ab6d2475ee0af9108ce19a4e69781e1d3915841abc89e20e74377ae8e347,164
ACTIVE,42,7766c54f2eb5555d05098e55ec5b13d1954445e557e25349b40139438645ab45,165
ACTIVE,55,2d188b6095d61b4f91375785b0fc4f1edc7200a97ce05969da4660fda09d851f,166
ACTIVE,40,e79ad63d14d9cb5b2f10c654229ece674a360c81672fbfadabb987e156e724b4,167
ACTIVE,43,74c3bb7c574b515f401fad8f2f46f7655ce4e68340e6d20154c5b0b9c1e1a3a1,168
ACTIVE,45,56bd594b57dcb261095d138d7f01821947e584d9fe3147c4c48a75625bfc9c1e,169
ACTIVE,27,41de3dd1cafd8a809a3f9d84804f78ff2c8bd7055dc3a018c6841f5b5cbdf900,170
ACTIVE,37,aba42d06464085ad9e31e8a6485bf9aee4050058641686c2936596c73f854077,171
ACTIVE,28,7a94948a0e0b2a1dcf35955d95d20ae0af476f93b69ee198b598209484145e0d,172
ACTIVE,23,426e5fdb80d32d737bff41a80b03fb154cf82548cede76768aa42e2e0a04a032,173
ACTIVE,28,34c83b8c68261820cf82d0295a3200c92a310b761c7ea342e1b6f129ecc9ab2b,174
ACTIVE,20,1871e766f15f82923614b82a3857f5755b84b8f74575e645620d66f3e6e4f744,175
ACTIVE,27,49d1d5f1f2afa863bfe2a021edc01a98077b24e97d86f6ce1365a276566d7c99,176
ACTIVE,55,5546fd44f5c81c9281fdf1ff6077e9472f8771ec4bbee3254e97b41816e5baae,177
ACTIVE,26,21f79b004fe1fc4001ca02b84ccb16ee010256e683bbbcf99b48bf28b6fbcfc3,178
ACTIVE,61,e0786397f2176f543e64974316475e03c7fa45256f5a402dc9fb6d323dad090b,179
ACTIVE,24,ab9946b825527b3951edf3a290f65272b395a0105cad41c451f8ccb726a0ab43,180
ACTIVE,30,58a8981a194e863aab1a82de91f77855ddee941c9fcfde67346b4c2808753121,181
ACTIVE,22,6b0830af180e149601cb7aa7b942ec7e853ed8d0f3c7aa4b178a9882dbbf6e82,182
ACTIVE,23,517a03ccbddba3b8168820e3a8c266466b68f8ca136ceb806c19fb1a968c0654,183
ACTIVE,25,8309ca1273ac818d8b83303e8b19bd33925752e9ec19ccf1041cde2e8a5b1415,184
ACTIVE,73,baf3fc869b27d95cf800537fb1da1cffa9b89624b7d240d6255d21c6a977b1fd,185
ACTIVE,28,b8779750da45cff4d5b4d35faf3fda7a48cbd449e7066a68a7caac3a2cb9d7d8,186
ACTIVE,22,a2cf6b5b16e6e25f61a1e8a75e66c12a1f20777fdb169f0ba062330784292bc6,187
ACTIVE,46,5d1188a9ba4db41b7d9dc1d388de29487f9001cf084518be2fa30d6ac9877aeb,188
ACTIVE,44,79cbe4beeda72ce789cad28c9e9b52469d9969bf9926f4558dfe570581321fc3,189
ACTIVE,26,332b6e4c4253abe3ba28e8734c21e8cdd42c82e8ae4edaf11aa0e4fa8dd06521,190
ACTIVE,30,f00d4199946c97cbbada685c8c2f587d16fc388a290bae0b04fb2feee78c35d4,191
ACTIVE,43,0ae841114803f0c5bf7aa7a4196ee89d00e63481e4f5815ed28b402d96514a4e,192
ACTIVE,27,9cb9b65b504362db225a04e131da2b1baca31923fe315afc83545e76589493bc,193
ACTIVE,23,77ff7e81d0935de27e40a83b8b5b57d55be2ff327b9cdf9dbacefc299d710b25,194
ACTIVE,26,567b40f9e632e689615e0b1a7cfcb9e598bfb0ef9262d49e8f320731401337a8,195
ACTIVE,43,ded771cf3cdd19777ca204a800e5ab84d61ff33aa5e6e2722acecf1e14f263d1,196
ACTIVE,30,bbd5be29197b9581e6b228399860ebda50e64c04775c9a882d65c2d9feb844fe,197
ACTIVE,33,89b732b20beec3330bbda45be333797c22d4d7a310abd02133494f0492df5d29,198
ACTIVE,52,2e4fd020523bc367e88ba7c3f5441b0133947471d33e9e4819f037871cf96ac2,199
ACTIVE,24,4151bea5c34cb2681c6fcc6a10320d9a104a17b0d633845768e0c886d6ca07c9,200
ACTIVE,25,1fa76dd2a37c6325a76e390807b76c29c66d1bf7ed2eefe80b65ca0921393604,201
ACTIVE,22,f50e5d4659dbd3d4ce4098811c89ed70a3781dac4b06c0af476107d48c7f75c3,202
ACTIVE,46,d6ea251c7b763fb57336f2f4be48f143162d12bef03e6a030705c0ff0587e93b,203
ACTIVE,47,c7097e1bb35be14291059491a898c5d593f67fcfb8847d35c4334457a518e087,204
ACTIVE,46,aa0e80d1f9dcbc51612d0f0d60b4acbdcf62a22a417aad74b1d2bf6bbc538cca,205
ACTIVE,30,27cbb59ec8262a87d4dedf9a593c016fb5d4fed02aef46f84345e5ab6563cca7,206
ACTIVE,51,97e19819a355be8bcc77ebdef458a52634b6326c2a0f6d4e9f559acafd2213be,207
ACTIVE,26,768e5e4fb5aedddc5ebe15fc5a6b07db2b25ff27f18467cf0c33b06791f6c0fe,208
ACTIVE,27,f20bdcca6db12c2ef5b19d9b50561438566710b103d0fad46535f26f6457e5a4,209
ACTIVE,48,3291c7d5746bc265a8a193285305a8f61a26fa666836fca18d0fe65405d9bcc3,210
ACTIVE,64,06d34d308e35d0625eb9902278432fdd0bcc46cbb4f8e80262a24e7feba17347,211
ACTIVE,36,9ea5ec8d8df33b974083e06f2ad395220bced3febe23815d9df8c203598c6b8b,212
ACTIVE,34,a73d498aac20264877955f6f4b7ba1de74cec3be55d3e573bccbea38259058fc,213
ACTIVE,32,b91775cc60b41b17677cc1a7ff5bc158ae365e41bad2204da2c02c0d3e3247a9,214
ACTIVE,23,624f394309cd59a393bbc4a66a33c04f847b45e4b79051a2ef9cca0dda9260ed,215
ACTIVE,24,ccb1f2d2a0ede95d99982c1b0cc284b0384c515a3bbfc0a52a44ef7dab6c9b4c,216
ACTIVE,32,6a3420900d862eab2e528106625c9f66c8a163ab50dbea4fd292c31c696b5a16,217
ACTIVE,32,3101372d7d7de4eb236864df6cdb79fcfdcd7a2dea17446c4c9091bed451ef74,218
ACTIVE,29,b399abf3f6531576d9824b405413abb815599033397f04a07d5762fc7c8ac3ff,219
ACTIVE,32,60f86d96aec68d9f09987d447abcb1d99bfed0a014e6271eb04e158f4014cbcb,220
ACTIVE,32,c3d45ca1a3268fba1aaa7879366a9ffc3320de0d0bf71f1124f14aeac57530dc,221
ACTIVE,26,86dd8a45a435bdd743b73c5615c26b0db65bc467e61e29bd89f415da5bd22064,222
ACTIVE,60,ab4d9da6110b9ed5f6b22723b52debafed3b3a08e51eabbcf2210f58d3e5b708,223
ACTIVE,51,47e478b10549c49d666c50bc4a742ea7841d06b91ead8df3384362bae1119074,224
ACTIVE,51,865dabfb62a71bb7047bcefb6a2d66a0a9acb889886e427078efa93653033c57,225
ACTIVE,52,4187714ae5a4a97833547b2311ccf3b4a87341ad222f68547e361b6669a922d0,226
ACTIVE,36,eb2c799bdd716f533dc40206e7f7ec078f7010cf1cb50443c87ddca1784f8829,227
ACTIVE,47,bfeacd7940da840c17472bc9c0ee47dac4737be671b652025b7e362caa996c09,228
ACTIVE,29,472c8e14e0b18c591803b431d818d48a8c329dd52b912189ce27f765912d0b45,229
ACTIVE,27,3eb609b3db01c01339e3b04b429b734596edcfc5157cb4a67cdc3aaf7a2362b9,230
ACTIVE,25,ced9ed00858c3bc26f7d311d3c971f03067586705e48a19f8686b316121f6c74,231
ACTIVE,26,c370a7060ced46df948c851d3183dbf0b57362d97a484464509f6c469e50d6f0,232
ACTIVE,19,6846090d7ce67d7c3ef4706a3818d02bbbd5949003e315090f2ffb8f013d2f1e,233
ACTIVE,29,58601968128c8d2a91a4937f9dd928785ced98076b89da0e92a1e08a3f0561a7,234
ACTIVE,20,2d0f0071176407488cefc8624024c9ed4b79373ad56ccc75bfd866d387aa42e7,235
ACTIVE,47,ad7ba5d9ee89aa055437feb3908ddcb2f3a5a8137e000ddbf790c1f9083bcd33,236
ACTIVE,48,e224791c7288224b3f4a48a7b908a4016d6ffacd639e33457ae20f2e822e9072,237
ACTIVE,46,b05ef061468aa7ac88c24905ced2d41f24ec31dfa3795ec0f68d41918437aa7e,238
ACTIVE,66,a189fdfff1a9f12d755f4013e46eac8dd8774b0640f19f5c2ed65f77b50ac8e4,239
ACTIVE,31,b7317b603cf21f8d1c78cbb1dfaa9f6cac24c9cb76ec5750ab7bca59f7714bc4,240
ACTIVE,55,50a2577bf01862d2b4c714f6e6b4fac3eebf086a77178d0b375ae04220c36cde,241
ACTIVE,29,15f238ef5afd87166199574eb2221c8d2a975a90658b4a3a4a156776f5f74bd2,242
ACTIVE,30,8594cac020a0dfa1698dbc54ec5d8f08c13958aae9dfe9109a2037ecab555edc,243
ACTIVE,41,9109c2a8b60216cc2445a24796624aa9f258251335887f1953db44a87ab6c661,244
ACTIVE,22,ec08bfb6eabae9f9f85e045e0188cfa7ee6827c15ee2e6e0129d94217ec383e2,245
ACTIVE,37,a8bf676caa0f1336ebe2013558e5cd2dabf73ccc174b2da2b5b97788b11a0e9c,246
ACTIVE,53,bfe244a47a1abde9977681b2875feff26bb5387a2b8b210f1ebf009ea25e9c33,247
ACTIVE,35,f661f0abf03ead3210e2506c86c41f7d03ac49381692437fdb5ac78605a5ef6a,248
ACTIVE,54,e3fd7bd389500c6d779897a26f2657534b0855915224f2ded78434021d644007,249
ACTIVE,24,e61cc03999cd9a576df421b0dc10e3e6c3c9295c0bff9d4f37ecb4a63cfe39a9,250
ACTIVE,28,49d3cb8b505d205140c42853b9dd65118679bc4489385716908130137f0cde77,251
ACTIVE,28,38e7372882cbd6081f3368cc40aee94208256f799bdff3d9205c47b58a4da6e8,252
ACTIVE,41,60581d7597785a693a8b59085b404b8e0633529d7de3b86d72b20b7913722c76,253
ACTIVE,37,0fa4090bbe85e3468856d669b50af5cc446cdca7c0d9c676906637380ad1601e,254
ACTIVE,28,9cc2a4290f82d161fcc783d4e8124591cfdd6956ab9d773b091a801d8eee983d,255
ACTIVE,23,4407c8fccfa7cd3e6cf15ef2f7d61c91318f77d89f49de8bfd2176b38d3d7b3a,256
ACTIVE,24,a1a4644030ceab7883606a4a113652d4afd7710a1cf57303a01b9a97e673528d,257
