zcustomer_id,club_member_status,age,postal_code,customer_id
00166bfdd4465496fd244a689e8d90e4e8d12cfbb29ba403aa2701dbad8a2824,ACTIVE,19,e96b8738ea1cf7db07754648d50c5f67571e9f093b024089cef8f779185dc109,44
0016791478fd7209abe0c4d001b96b304d81f15cb6ad033f20d0e7006e394e58,ACTIVE,32,f1c6ee2820e66b0f673442ada23c73e7a6da52991e39be1ddb3441e165e1d839,45
0016c51598faa8cb028cbe79d571a8565b506c167615b2c208955b988c77519c,ACTIVE,51,613a8d75bea2f1c9e65b7f85fe27bbe2b6a4f3a56f2576dbc8c2dcbbb5b89711,46
0016e4c6a51a886903cd20cf5bc56e84f40ccd35b8f45f9e74d251980e9c8bd5,ACTIVE,56,1504fcbf108ffc62035712a8fdc8d2f92d1fa65b69fc7dc94ed6d9537b57a392,47
0018da41059ee1285c6ec134d983b45df667673924f3082da82596818ce9029f,ACTIVE,53,f29ce233d2e2815f538a813ea50a7c47245d3fb764f18c70e7c8d194c7ba401e,48
00192b71ff27c8eea17803ec02af6e5f6d0cc7d764feba9e04823bb20aaf91f0,ACTIVE,25,31c5624fe570d344e4850fbce30ae6e0f5985388e2737f19cc161abe848a0eab,49
00193822fffee41517b5dde3aec430c01a7037584446da55fdf5498fd2214748,ACTIVE,59,3624dd42c0fa812caa56449f044a06373bc94e97aebdcdbe3fc7505079a67592,50
00193bbca9d0450ef6f2af004a1cb22917a4937e7dd1dcd7894aafc34c7c1984,ACTIVE,36,438563da794fc30dfa5b402d15fb6f7867fd2a2bfc7cf07b810cdc85f966a1e6,51
001968eb5b52125225a9bbca15d0d4e8bd8fd1d6874b767c27f552c5bffca225,ACTIVE,20,93f57986dc4243ec2bd391208b52360692246d040422c1c1b7d7f04f12dbb5c3,52
00197c268d2e99799209ec37ccd92c1b8457e051b2fcfc7530223c544d7faaf6,ACTIVE,28,a1959a16bf167858c93a66ec2a330644512b25fb10f97eee2058549885af4dbd,53
001a07f8ad065d7ed4d560bd8703e17ce4329dc186cfaca694e62e55c58249a7,ACTIVE,51,8db87c3b97c2d1c5389724cc8d85409972be7493a1d0608836203eb32afb7264,54
001acb589c6b72863cc8bc9e95c6c7277a549ddff2314238651de8f475820568,ACTIVE,30,f098f4117637b9516e1ac37e31d632419df457674bfa6c1ac174d715135ae0b2,55
001cc0d386cd17259b4c18407e3c8303afc9762ea87557c718642f8c5004ae7a,ACTIVE,59,3c569e4eabda9f98716ee82d0eb5243aaa1e589f8700bbdb4a6cb95ad0fcb7ea,56
001cc5f994ad8ebb537180b0ee1edffca40bd4d9b133269e72722b4f355d9c2c,ACTIVE,52,fe3d15905a55ec1ed22e18b77f32e0a567cc13a0a4aed99a1828735715b73174,57
001d5cd98fcdbc6bde738b8ad6041b67ca1e3e8be5c4c099edc89496c35b5192,ACTIVE,73,ecf174bb9e4b5d230e868948f91d969d12ec97d51c5874452e217e817feb7bde,58
001d680e7c13a8121a6711b6e014db3aebf695d84c085b7ede0a6421ec403f30,ACTIVE,19,f41fe7f3625f58313390017cb1b6877e7502b9dc60c205eb49994c98497d0183,59
001db36cef56afb028d925a481c1d4c83e87be22aae7b3b0ec38357dda5fc49d,ACTIVE,69,f666e6e2c9d0a1f70da72bf580f42ec77110ca7af9ebb1a9201354551ef245a1,60
001e7e640da3c0a2ae3c1444d9fba300646d050e7ba6012d07aa5dde549e6943,ACTIVE,49,7fcd12b15e5934ee6ba9a21ea7b49ee6afc9f8dfab06af7e8a8691ba17bf0f02,61
001eccaf68dc46d3068308771c69ab9103972f4f743c9489179d531be6346187,ACTIVE,20,12125800eed214a3df96c75312e461455d8fb147554a608d82db6f414c38502b,62
001ef7c503e5407b6b836351b0415d3a226c587d4fb17b1e9edf9dcc836de02f,ACTIVE,24,4e0eeb0deda4b4ba7c5219383691837fb911ea418baea4963d938bcc722518e8,63
001f6ad2a989b97e2b8d9fe3a666a463a48b247a8a6996cea14dfd7cfd113c7d,ACTIVE,18,52fd536ef4a605c8c785068f4b1ad1348fbac1cbaf50932691e329a1b6102f21,64
001fa994ea638790a1778e46fedf50a784844f598283485b7501e5c7d1ca704b,ACTIVE,41,568f19f91fb5fd8bc67d16b1b8385749153eee51d1145702d32ccf959b561589,65
002077c14855b40ac7447bf5568e9cb157290233dd8168fc8fd8002d31d47211,ACTIVE,28,e227a18f247af86df54a73a2fe4b3bd0ee3baf233e35d9833718ac3acc825739,66
0020ec05c1751ae5079005e28e86495b2633ffe515c8226b49cc1bb0c662b974,ACTIVE,55,e8176565aacba9af34dde8a2f7306ab025f7799e5cf1e68762e47f67c0fc00d8,67
0021f82013462a5b4375944b35c4e88e464daf8d459cae357fcb99139e3ae83f,ACTIVE,28,90ae5c3ff98fcf9f3ffe5485d2aa18afc226d7349fe0da6aefff55cfabd32c99,68
0022a3123057bb320272480a9ff697554daf64c802e0170f99b76feb25e34d17,ACTIVE,25,9a02de02a4c4856b3ddff19c7b5fc3521e28d43cac2a1ba24dc639a73dd20c7b,69
0023adad03e6808972788b503c921151b380b1e5932dba1d0d38cfc801f541fd,ACTIVE,23,80865f5bae9a27e0242248552b33a21ec3358987cf785d9d9634d3feb0dac6fd,70
0024701fe65dfd085ffb0f719d124824ed58af672afe7805017c7857f7c1e43f,ACTIVE,26,4fc5f8ff3df7bb6cb162d7fbf9d8435184f6e7f839b3c5457b329c9f39ec5bc6,71
0024c4009db8b6a07e26b5de87aa6665a935ed146fafa8b153726a0bdd691b3f,ACTIVE,48,2f42358ec151424e9c7d30a240b72b5ad127a8c94f490aaff2ea608b9f1a68f0,72
00251ec2cad34201abf0433b67e59a675b9ac4f955d7551dafb02ba677e86de0,ACTIVE,24,0153df442e87fbe3690c07163cd5b3b0ff74c0884cfd61ba3c7be869d18bc351,73
0025b31255df18a12793925c2df47e64247c5a1ee8989d769f1f2c1c23c971fe,ACTIVE,52,0b0a8c66ad7cea880f44149cb806ef22d268ab11734357bf03ef608eaf76c913,74
00260dbffd2fd7004e15fda992bca31d0614afccedccd84003ba48048dfee28f,ACTIVE,21,26b61658815f36eb69b347bab8b91a6da03fe83b14c244411ff1b870a423df3b,75
002611889659ab1051fc3e4e870f2b603c3aaa902ffe6ab59e83461c76c879dc,ACTIVE,47,4a5f57f9b72897afe1af7fbb1e958803dc76b9256746efd4cd9d9b94063d08a9,76
002624fc95aef0597233f02c3884b346a27850c4be20dd9d2148a2882d4d0544,ACTIVE,51,c9125b11ac4fa13ebfe0ecba425ecd62f05691de30ab9b7161abd9b7ccd7a2b3,77
002651d9d05fa1296c50df92dbf9b1a5df4846834e27edbe2dbc235d5739eb2c,ACTIVE,53,6a3daf920aa13e6c145d83ed7f89b7d5ddd73405aa3b72a67a07f06655e4bb3d,78
002783d236df240067c1a24ea31797502f9f288b0ccd10248fe0e2613e9500e0,ACTIVE,21,8af31ee94a810f9ade3662145ba556679f5f0fa36686ebc89c79013a59d2632e,79
00281c683a8eb0942e22d88275ad756309895813e0648d4b97c7bc8178502b33,ACTIVE,37,dc7725dbf977a9c5b9ef6f5a9dd5e1f7034223d7293ec7ea6e4272cf479da6dd,80
0028530723883722f87581bf2f5dd8967ff75998f36e9877245d004c0d4ff71f,ACTIVE,21,de640b0c209ae1b63568583dc8baeb361f4d33c613b96cd4b04d7510de363a73,81
0028842574b1e175044a42c9282b0d0b6c8bc5fd079afb1d24aaba1cdd2dd33d,ACTIVE,26,fd10b8b1aea942e4a1b87c5cbffb2bb7e3dbc24365ebccd6c068461b80ace1d3,82
0028cc9bb420077c0ad6739d17f80ca2ade0c3eebad7964f0bac0de45744bb7f,ACTIVE,71,a465b51fb4c94e623d682cd9392be1dcb350136449d2ed58cefa934622887f87,83
0028f15d12dd2a7ea7b30b120fe2aa5aa4b90817bacb97bc0d52b9efef6a6da0,ACTIVE,51,4ed3ad538b5a2cdd04548ae7ed92eb2bd91d8cd66a041f659a3852bd138ec220,84
00294f5274dbc84408d60fc661860d385c2901dccca8c4145cccb90d63ef2b82,ACTIVE,40,50c3b84a581fc3ea091129851dc7b849e6d87bde59985abbc2ceea861d91b2d7,85
00298ddd026d9961f3dc7151ce179b9ca9efee511cce6e1cea3f37e08f75c695,ACTIVE,43,e23b97f6dc06feaef64b7e0831472db3d5a19c618f9a14993d516892abccfb97,86
0029c9b83733a5c5eedc645f5146a0a27edc7005a0f41d152a697ea5aedbf150,ACTIVE,67,ebc8c6e7f862475fcb856aaea52f8fdefce5bf450e23dbea6f8bec790233f478,87
0029f8694e71c611cb5e46fd8ec796a8e4ea8118192abe1d67cf0235471a5fd2,ACTIVE,26,2deda81f10e1c3001d416efd6eb0bd97beb8dcd4004335a9bf5ce4057d5259c3,88
002a9d5d9db272d51e99bc7e41e80a2b68720be75090831f3983174d290b7067,ACTIVE,24,1215e0b4d01989314006f6e8af59ae3378a0e1146416f9c897b3bc68cef9f0d4,89
002ab66a356b9bdd44e23565b243b7c8d40288fa4155e3fc02203b6577588b55,ACTIVE,28,4579cc2b51afdd2c5639b15092e8eb7a37b221faaf45b1fcc1ad001b7b849fa0,90
002b423a30d95d6c1654bbd517806a09978fbea64c79a2216b4ff48d2bc630d0,ACTIVE,63,09c33d087d4176e65fed331e5f6d4a295ea85231df6b26a2977b6cf4d9a6b4a9,91
002b8b2edbdaad2e4c90ffea435e1945945ebcc4ada4011a1dd2500eed196a8b,ACTIVE,23,55080b7ba053d463a0f2140ae208e44fd2083361b059377d9b427c1b36fa20b3,92
002bab061f06c524b3fea9377d6c17944f53ef2b42952b01da55ff6fd88b6907,ACTIVE,30,85597796548a54d531f399c9b27937618ea37cb2f21335ef22a46c61b747adba,93
002c1e3806566fd29daccb39c0b0447a818c7b1a862afabd9f9168ae4376ea4f,ACTIVE,55,88a999ce89cb79809321b52ee732fcee3cbe47250bd51d9a2ebd05f79aebefd0,94
002cc37730b9d96472466a5f6f3eca5fddcd1918fc1c6c09982ee26d2b7be806,ACTIVE,23,518158e5fcdb00a39ccff7a68ee0c045552a4280a6b40be7a03390645bc8b8ab,95
002ce43cffb085469f994d12647892c2fadfb6d2ba58d588391ccb44a2ff0e66,ACTIVE,20,bbbc5f71d7366f6f57d665e179bcbc3410aa1a63596884e3dbc686d472bff50f,96
002d04cb323607cf2db895ae8d74e6b020f9ba77e02ef69e40ab7705f753f766,ACTIVE,51,5b5d8b45bbb71814d2ebc6a87fe8b845c3257661e5a56565d196175078704326,97
002d37aaea177f7678075f2e2dd852f97b09edc4760769a41093425904183d27,ACTIVE,60,a27b38f37120e7584cc3602cc5189826cc3bdd18c245968a34fd67c971fb2985,98
002da1d307ae48e1b8528792f62117e43a911ed075019547d64c091ee9e23e73,ACTIVE,21,a6f140d941d32d0372d44c0bf8b4059b339cd42831a44a1bdaa0fcba057eb54d,99
002de6de0699df0e1de17022d22b5731eb171c1fdb2e668357a01bb2c96cf973,ACTIVE,50,3e86c8eb85803d968e06dca8c9ebdd8fd2d1284d4033c8c2fb816a4664b3bcff,100
002e0bc901590e07341001b2358bded94031771537c24b6a7805c9b82cc95a1a,ACTIVE,33,01f773c2a246a8fd750f5419b3eca8151073300ed2e7418ba2575d4840895650,101
002e3ee8a6964afb6f195dcae15d05f0bd4884ebe7842b874fff669b1f813b2a,ACTIVE,20,e48e4f46d686a2662cd004c192d595801281a20c760c9589c37921cf75b7044f,102
002e3f2f5e51a14d0c7f1980309c6fc3f7372b11696ea5fdf76727d19d8d66d3,ACTIVE,26,61889609220b0decda3253830643cd38cb3ff4de701c5f4b60457212e588873e,103
002e9cd227bbef22ca5a0ea58803d854b3ea0bf8a90c3ec43588f0c7fd88254a,ACTIVE,25,ebb4d979ecfbc53837d7984dbdcc9a5b2631efbaa00ad8f3ee0f2fffb76266b3,104
002f35114ef574a03f62e1a389ce6dcf54e75df74a97a4c9355d19fc914130aa,ACTIVE,20,1d28b0272dcb352e2208c31284e245fed5690285158960ab28b404683e5240a8,105
002f965a0d828f0e428200e01fd3bfd82be4da68dc3b7a710d4d42c7803b21d3,ACTIVE,24,8921b61ca0a65dd455824210eda1cceed1b8b05d8069f197989c6dbb5c03e152,106
002f99e45a85bd01d33686686b562713ef8836d2a0aa867c5c2dacd1a88d5688,ACTIVE,21,16906bd8b199a6d1e1d9d705e279e67e90a82219bc96436b6c2a54b738dc1866,107
002fee17c1325566d34d4441fa411c3b4c8533a65ea5cf8fa9ce78df3dfb63b8,ACTIVE,56,bc2b9fa9765613122c4b3dcc220b8922ef8ca07df020225375842c565ea8588a,108
0030226299cedae0aebfe8302c8a9d89b33515a3c3c27f7aec0c023f9c91809b,ACTIVE,28,6b86fc256936b2974c10b7382fbf7d6dd4400a0be8fe9a1431e18cea7a064bbd,109
003043175f4a58a208652e1d57511d2dbfeb3f3e2a43a399873abec379c17215,ACTIVE,24,d9cfc02f7bb9f1aa288a6482f608d90f94b658723b882db32c73191b0f873792,110
003060e6857cbf98e80524eb4c6b40bde441b82489a46b309a4b3d03170ff52e,ACTIVE,60,9d00e9a5568f1bcce64d6d37cfe70d18f0bc9d77808cfaa7a9902acbd5a74827,111
00307d5be56fd9ab0e74f99203f911cfbef9d131f40dc871f48eacfcff5516f9,ACTIVE,53,0d11722b105a1e76c7363782d7ca0ead44dc16b055a31f769128345f377c33cc,112
00308efbfa69fbad78aaae2606e472960b742a8fcdfae9680e1504861201a2e4,ACTIVE,21,d22ff2ace071cb928b540328d2a112e4654137c73d13da71ae8c6b001a242777,113
0031023966a0d7abf36e4efd7324e100dd7ff0a1bef52f9bbbdd0c1526d6e049,ACTIVE,33,42f5194adb64a3b3f91eed3eb746c4810a23546a4e8c9f5e4d48bca212add6f4,114
0031b6b7fab49b9f05910b2874bab6eaf7a3cd129fe442517c93fa1dbb16eaf6,ACTIVE,45,5bef0c8341a7c152831c2b7f3e9a3189fc52a00cec979b506f4662672bda71f0,115
00325b3b16a64b43854f4b761109f5621eddc9c8891a76a1d9da6aa5bb0f8d26,ACTIVE,32,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,116
00335e94cb38b7156ce4f800a99b9d62b1b5f7d25df18d9619c7e40ccc426685,ACTIVE,19,65dcd313712b3a00ab493cbf8a792f8e31885056dc8cfdf948b71a54773ef1e0,117
00336fe301f970f0081fd39fa091cf49d49cb482761054ce81d63b2534dc4c40,ACTIVE,30,908d8d75ebe0899053a6998e9b4533cee4b485298f2f143b79bc822f406dc6ac,118
00337fc902cb28739fcbea70eadd65094506b24c538133faf001f78507d9afca,ACTIVE,51,6e68682fad0a440a84f9bf90b593ba3521a97bf944dbd3a5574763e224716882,119
003421b2aad5cb86d89316dd0e458602605e0626e57792a397f1be96962dc804,ACTIVE,41,beea53101f470208436ad949f5c621235368721cb5d7c587498da10acabb60d1,120
00342c6b8ff83f7e5cdc3150630831662e98be97da3dd30ac3d23f1312e61e60,ACTIVE,56,b9a6ef3c38ae881f738507603a6277c51f00cee7c8a4fb33f9f5c3754afedbe8,121
0034b3dced3e565a43438bdfb5447e7321fea65388b398784d5230fa3fe49102,ACTIVE,42,36d5f1b9782c7e1c23a87442136ee0353cc4ac92f6987b31c4a47000025c9d94,122
003544418a0e0048a3272ea671903985e5e411e98a903890bf04e6e8c03046a4,ACTIVE,29,b7116b58631c003e8cb98960fc548b9eaffb94aed74baaa1ee0fb28dbca947df,123
0035b5c8657916aa400939cd1491b4ca71660483c86962a8ab6aaa80cfa2f960,ACTIVE,44,121a2c84357266031acd7a7730e383143deabb23146bfb49d9ba00d82112c4e1,124
003608313ae7aa3f573c67188cbfcd3495f7c97a75ed22215661f50c4df3bfae,ACTIVE,52,8a993cab7c22118a48611df7f38e7137c1a518c882163480154130b439290dba,125
0036414a83662a899a2e2c30854d8224932cc2e0d6f9c5534962a33cbc692d74,ACTIVE,29,70ddea4dd13b19283dd44bd471a41a4372bb52772216aa8ed1faaf924ecbcfed,126
0036b53f0ee96ec8ed3e2ce70829c5cd7094dd2b971728d0e2a34e9f0e634f34,ACTIVE,46,63aa3a3e2b28865ca5f2b870c046a3bbf08607c03f03f7129fc428a5fac7dfd2,127
0036d1c158e5f144d1448de4845a13a53e4e10a9b0ed3547dd24e9028825226d,ACTIVE,31,6e80f155d737c041e45fe7909f4ef0e2c3e62226cbb40d07fe60bb2083b0101e,128
00370c9a23dfc7baac44a1e40a5db3f720ca581cfe4dfe70c51e252476118cf4,ACTIVE,34,37f52faefd7d49a320e2cb254960b46bd923046aad9066430b25e7f4fc96eebc,129
00371232e2bf21cc55d742cb75231f0dd16c3bfad2f5775623ddf1a499d4b5f1,ACTIVE,52,a2eba05cd1ef9c111ec8027de40e230c640bf8caa09b23f82bd875b6296c31aa,130
0037c4ae2ea5c547b388276aa21861e061e13c67846694132cfa3c11f5484b5d,ACTIVE,21,28f554cac7b5689265cd5bb0bead0debfd0255208d6cd0ba781a2f96680e665c,131
003839669f52ead5a0c53cf10bd36798556e591ffbb5ef288206efedbfd8880c,ACTIVE,65,45b58fa820a311115cbff413116194d370919309abe3a46d60bebc91f12196ea,132
00385a6eaf31ece6f7b0504d5b094545f8c6a1971ae8ab93fb7039d8af92bb5e,ACTIVE,50,628fc9433d29b768ec35912ae4d618861afd3eeafb306da329613374d1eec0d5,133
00386204792883fdad2a2f5aa6ee2354e6019518fe31cc12b817db36b60393cb,ACTIVE,20,ca33ed3c34bc078ed81fc5b729d92cd0e3f898e1e5dc5de3b4241ed98a4a2426,134
0038b19f68a5dc68ef5e1cf340a9e4da0a6cc57c834ed5385e212ed899832ced,ACTIVE,25,481f97b6e85700ed499decf41882c29149188ba41d03a6a4f71158c5ea420939,135
0038d169e823dac9f68ca586b4cc5d6fed06b3eaa0842625bf5889272a28c730,ACTIVE,56,546334a140e25af73718ed5e8156d04f3b2c63fcc8e4392bc5f331b84e32e6e7,136
003972807250e3d68809b37c186b8f01990e8e60be6921c65f2d8b32ea9bfebc,ACTIVE,32,b6d606ca556a7c027a5ab28f75fb61f0cceb582ab90a31ff516a95a801dbc64c,137
003a0061f400bccc09b74cb63ffcaa91fef0b369c30c7033c0d8d40bdd3309f3,ACTIVE,53,360ca982475f57fe20c60b689133e919fecd606e5a996e057777ab972fa99fbb,138
003a8444fce07c006258eb969943a4f1ff14c696af8c1f0e73964fe082672d4e,ACTIVE,23,72aa0cb8f3b9f28372ff822c098a981163898cd3245314b84160c056cabff6f9,139
003a99ea7a9d9ad723d11e93d30c7bdd8f45ddf9fe0f886595741f0f43613282,ACTIVE,40,c00f8fbbac3fb9ba44526d47e1359082b16ecbb8ed99924e783386d04525536b,140
003af218605bcf99f2191d06f175c1c4d6c40e8a504406bf487c0e97dfe5297b,ACTIVE,22,55d610b690a7280cf2e1f948be975130d82e42efb38648e8cd8d5a9a2ca9af54,141
003b5e449021a28d58dbd54821ffc072190709dabcb75aa4ed73cdc3b7a4f7d5,ACTIVE,28,6ebb801a909824c4a53460c72fcbca2f64d41d6d153f5536da523f7dfcd7f93e,142
003c3fa58aa0c60cca4afc02a88eb7efd8a8fc2e798f5b1c80bc09f5474d8d78,ACTIVE,22,aea14d3d9906379f4aa1021c7f07b25d872a9e532522174f7aa28eb1662174b2,143
003d9aa215e6112f98dbf113e105cc94bbf851da420ad508b1108e2c5472ac99,ACTIVE,31,297079c1dd5ef4114673ad8576b351d0db8e2df418dbbf486c3b546f04477d29,144
